timestamp,latitude,longitude,heading
0,48.492563946,-4.5043637253,176.2313503572
20000,48.4925636223,-4.504363704,176.2313503572
40000,48.4925632986,-4.5043636827,176.2313503572
60000,48.4925629749,-4.5043636613,176.2313503572
80000,48.4925626512,-4.50436364,176.2313503572
100000,48.4925623275,-4.5043636187,176.2313503572
120000,48.4925620038,-4.5043635974,176.2313503572
140000,48.4925616801,-4.5043635761,176.2313503572
160000,48.4925613564,-4.5043635547,176.2313503572
180000,48.4925610328,-4.5043635334,176.2313503572
200000,48.4925607091,-4.5043635121,176.2313503572
220000,48.4925603854,-4.5043634908,176.2313503572
240000,48.4925600617,-4.5043634694,176.2313503572
260000,48.492559738,-4.5043634481,176.2313503572
280000,48.4925594143,-4.5043634268,176.2313503572
300000,48.4925590906,-4.5043634055,176.2313503572
320000,48.4925587669,-4.5043633842,176.2313503572
340000,48.4925584432,-4.5043633628,176.2313503572
360000,48.4925581195,-4.5043633415,176.2313503572
380000,48.4925577958,-4.5043633202,176.2313503572
400000,48.4925574721,-4.5043632989,176.2313503572
420000,48.4925571484,-4.5043632775,176.2313503572
440000,48.4925568247,-4.5043632562,176.2313503572
460000,48.492556501,-4.5043632349,176.2313503572
480000,48.4925561773,-4.5043632136,176.2313503572
500000,48.4925558536,-4.5043631923,176.2313503572
520000,48.4925555299,-4.5043631709,176.2313503572
540000,48.4925552062,-4.5043631496,176.2313503572
560000,48.4925548825,-4.5043631283,176.2313503572
580000,48.4925545588,-4.504363107,176.2313503572
600000,48.4925542351,-4.5043630857,176.2313503572
620000,48.4925539114,-4.5043630643,176.2313503572
640000,48.4925535878,-4.504363043,176.2313503572
660000,48.4925532641,-4.5043630217,176.2313503572
680000,48.4925529404,-4.5043630004,176.2313503572
700000,48.4925526167,-4.504362979,176.2313503572
720000,48.492552293,-4.5043629577,176.2313503572
740000,48.4925519693,-4.5043629364,176.2313503572
760000,48.4925516456,-4.5043629151,176.2313503572
780000,48.4925513219,-4.5043628938,176.2313503572
800000,48.4925509982,-4.5043628724,176.2313503572
820000,48.4925506745,-4.5043628511,176.2313503572
840000,48.4925503508,-4.5043628298,176.2313503572
860000,48.4925500271,-4.5043628085,176.2313503572
880000,48.4925497034,-4.5043627871,176.2313503572
900000,48.4925493797,-4.5043627658,176.2313503572
920000,48.492549056,-4.5043627445,176.2313503572
940000,48.4925487323,-4.5043627232,176.2313503572
960000,48.4925484086,-4.5043627019,176.2313503572
980000,48.4925480849,-4.5043626805,176.2313503572
1000000,48.4925477612,-4.5043626592,176.2313503572
1020000,48.4925474375,-4.5043626379,176.2313503572
1040000,48.4925471138,-4.5043626166,176.2313503572
1060000,48.4925467901,-4.5043625952,176.2313503572
1080000,48.4925464665,-4.5043625739,176.2313503572
1100000,48.4925461428,-4.5043625526,176.2313503572
1120000,48.4925458191,-4.5043625313,176.2313503572
1140000,48.4925454954,-4.50436251,176.2313503572
1160000,48.4925451717,-4.5043624886,176.2313503572
1180000,48.492544848,-4.5043624673,176.2313503572
1200000,48.4925445243,-4.504362446,176.2313503572
1220000,48.4925442006,-4.5043624247,176.2313503572
1240000,48.4925438769,-4.5043624033,176.2313503572
1260000,48.4925435532,-4.504362382,176.2313503572
1280000,48.4925432295,-4.5043623607,176.2313503572
1300000,48.4925429058,-4.5043623394,176.2313503572
1320000,48.4925425821,-4.5043623181,176.2313503572
1340000,48.4925422584,-4.5043622967,176.2313503572
1360000,48.4925419347,-4.5043622754,176.2313503572
1380000,48.492541611,-4.5043622541,176.2313503572
1400000,48.4925412873,-4.5043622328,176.2313503572
1420000,48.4925409636,-4.5043622115,176.2313503572
1440000,48.4925406399,-4.5043621901,176.2313503572
1460000,48.4925403162,-4.5043621688,176.2313503572
1480000,48.4925399925,-4.5043621475,176.2313503572
1500000,48.4925396688,-4.5043621262,176.2313503572
1520000,48.4925393451,-4.5043621048,176.2313503572
1540000,48.4925390215,-4.5043620835,176.2313503572
1560000,48.4925386978,-4.5043620622,176.2313503572
1580000,48.4925383741,-4.5043620409,176.2313503572
1600000,48.4925380504,-4.5043620196,176.2313503572
1620000,48.4925377267,-4.5043619982,176.2313503572
1640000,48.492537403,-4.5043619769,176.2313503572
1660000,48.4925370793,-4.5043619556,176.2313503572
1680000,48.4925367556,-4.5043619343,176.2313503572
1700000,48.4925364319,-4.5043619129,176.2313503572
1720000,48.4925361082,-4.5043618916,176.2313503572
1740000,48.4925357845,-4.5043618703,176.2313503572
1760000,48.4925354608,-4.504361849,176.2313503572
1780000,48.4925351371,-4.5043618277,176.2313503572
1800000,48.4925348134,-4.5043618063,176.2313503572
1820000,48.4925344897,-4.504361785,176.2313503572
1840000,48.492534166,-4.5043617637,176.2313503572
1860000,48.4925338423,-4.5043617424,176.2313503572
1880000,48.4925335186,-4.504361721,176.2313503572
1900000,48.4925331949,-4.5043616997,176.2313503572
1920000,48.4925328712,-4.5043616784,176.2313503572
1940000,48.4925325475,-4.5043616571,176.2313503572
1960000,48.4925322238,-4.5043616358,176.2313503572
1980000,48.4925319002,-4.5043616144,176.2313503572
2000000,48.4925315765,-4.5043615931,176.2313503572
2020000,48.4925312528,-4.5043615718,176.2313503572
2040000,48.4925309291,-4.5043615505,176.2313503572
2060000,48.4925306054,-4.5043615291,176.2313503572
2080000,48.4925302817,-4.5043615078,176.2313503572
2100000,48.492529958,-4.5043614865,176.2313503572
2120000,48.4925296343,-4.5043614652,176.2313503572
2140000,48.4925293106,-4.5043614439,176.2313503572
2160000,48.4925289869,-4.5043614225,176.2313503572
2180000,48.4925286632,-4.5043614012,176.2313503572
2200000,48.4925283395,-4.5043613799,176.2313503572
2220000,48.4925280158,-4.5043613586,176.2313503572
2240000,48.4925276921,-4.5043613373,176.2313503572
2260000,48.4925273684,-4.5043613159,176.2313503572
2280000,48.4925270447,-4.5043612946,176.2313503572
2300000,48.492526721,-4.5043612733,176.2313503572
2320000,48.4925263973,-4.504361252,176.2313503572
2340000,48.4925260736,-4.5043612306,176.2313503572
2360000,48.4925257499,-4.5043612093,176.2313503572
2380000,48.4925254262,-4.504361188,176.2313503572
2400000,48.4925251025,-4.5043611667,176.2313503572
2420000,48.4925247788,-4.5043611454,176.2313503572
2440000,48.4925244552,-4.504361124,176.2313503572
2460000,48.4925241315,-4.5043611027,176.2313503572
2480000,48.4925238078,-4.5043610814,176.2313503572
2500000,48.4925234841,-4.5043610601,176.2313503572
2520000,48.4925231604,-4.5043610387,176.2313503572
2540000,48.4925228367,-4.5043610174,176.2313503572
2560000,48.492522513,-4.5043609961,176.2313503572
2580000,48.4925221893,-4.5043609748,176.2313503572
2600000,48.4925218656,-4.5043609535,176.2313503572
2620000,48.4925215419,-4.5043609321,176.2313503572
2640000,48.4925212182,-4.5043609108,176.2313503572
2660000,48.4925208945,-4.5043608895,176.2313503572
2680000,48.4925205708,-4.5043608682,176.2313503572
2700000,48.4925202471,-4.5043608468,176.2313503572
2720000,48.4925199234,-4.5043608255,176.2313503572
2740000,48.4925195997,-4.5043608042,176.2313503572
2760000,48.492519276,-4.5043607829,176.2313503572
2780000,48.4925189523,-4.5043607616,176.2313503572
2800000,48.4925186286,-4.5043607402,176.2313503572
2820000,48.4925183049,-4.5043607189,176.2313503572
2840000,48.4925179812,-4.5043606976,176.2313503572
2860000,48.4925176575,-4.5043606763,176.2313503572
2880000,48.4925173339,-4.5043606549,176.2313503572
2900000,48.4925170102,-4.5043606336,176.2313503572
2920000,48.4925166865,-4.5043606123,176.2313503572
2940000,48.4925163628,-4.504360591,176.2313503572
2960000,48.4925160391,-4.5043605697,176.2313503572
2980000,48.4925157154,-4.5043605483,176.2313503572
3000000,48.4925153917,-4.504360527,176.2313503572
3020000,48.492515068,-4.5043605057,176.2313503572
3040000,48.4925147443,-4.5043604844,176.2313503572
3060000,48.4925144206,-4.5043604631,176.2313503572
3080000,48.4925140969,-4.5043604417,176.2313503572
3100000,48.4925137732,-4.5043604204,176.2313503572
3120000,48.4925134495,-4.5043603991,176.2313503572
3140000,48.4925131258,-4.5043603778,176.2313503572
3160000,48.4925128021,-4.5043603564,176.2313503572
3180000,48.4925124784,-4.5043603351,176.2313503572
3200000,48.4925121547,-4.5043603138,176.2313503572
3220000,48.492511831,-4.5043602925,176.2313503572
3240000,48.4925115073,-4.5043602712,176.2313503572
3260000,48.4925111836,-4.5043602498,176.2313503572
3280000,48.4925108599,-4.5043602285,176.2313503572
3300000,48.4925105362,-4.5043602072,176.2313503572
3320000,48.4925102125,-4.5043601859,176.2313503572
3340000,48.4925098889,-4.5043601645,176.2313503572
3360000,48.4925095652,-4.5043601432,176.2313503572
3380000,48.4925092415,-4.5043601219,176.2313503572
3400000,48.4925089178,-4.5043601006,176.2313503572
3420000,48.4925085941,-4.5043600793,176.2313503572
3440000,48.4925082704,-4.5043600579,176.2313503572
3460000,48.4925079467,-4.5043600366,176.2313503572
3480000,48.492507623,-4.5043600153,176.2313503572
3500000,48.4925072993,-4.504359994,176.2313503572
3520000,48.4925069756,-4.5043599726,176.2313503572
3540000,48.4925066519,-4.5043599513,176.2313503572
3560000,48.4925063282,-4.50435993,176.2313503572
3580000,48.4925060045,-4.5043599087,176.2313503572
3600000,48.4925056808,-4.5043598874,176.2313503572
3620000,48.4925053571,-4.504359866,176.2313503572
3640000,48.4925050334,-4.5043598447,176.2313503572
3660000,48.4925047097,-4.5043598234,176.2313503572
3680000,48.492504386,-4.5043598021,176.2313503572
3700000,48.4925040623,-4.5043597807,176.2313503572
3720000,48.4925037386,-4.5043597594,176.2313503572
3740000,48.4925034149,-4.5043597381,176.2313503572
3760000,48.4925030912,-4.5043597168,176.2313503572
3780000,48.4925027676,-4.5043596955,176.2313503572
3800000,48.4925024439,-4.5043596741,176.2313503572
3820000,48.4925021202,-4.5043596528,176.2313503572
3840000,48.4925017965,-4.5043596315,176.2313503572
3860000,48.4925014728,-4.5043596102,176.2313503572
